128.000000,1991017.000000,11262.193108,32892.877937,4512.000000,7071.000000,12311.000000,51054.000000,300064429,34072353,4906418832,0
132.000000,1544083.000000,10538.467405,19592.409142,4530.000000,7090.000000,12147.000000,50001.000000,300065114,34670300,4992523200,0
131.000000,1882792.000000,10426.386212,22329.994109,4539.000000,7084.000000,11878.000000,46821.000000,300058484,35148665,5061407760,0
119.000000,122313.000000,1668.671192,4330.728389,214.000000,310.000000,549.000000,21469.000000,300068947,19752467,2844355248,0
122.000000,86437.000000,1675.345649,4306.467960,215.000000,313.000000,552.000000,21755.000000,300057541,19669701,2832436944,0
116.000000,127707.000000,1642.176590,4333.787975,212.000000,309.000000,545.000000,21311.000000,300067702,19915878,2867886432,0
114.000000,112401.000000,3436.826766,6577.675045,309.000000,705.000000,2843.000000,31775.000000,300064597,28051589,4039428816,0
117.000000,160968.000000,3486.651650,6762.672985,310.000000,713.000000,2930.000000,31635.000000,300064925,27767086,3998460384,0
119.000000,105190.000000,3336.048036,6308.049559,312.000000,719.000000,2733.000000,30440.000000,300077813,28010427,4033501488,0
119.000000,235648.000000,4325.317403,7641.759108,674.000000,1366.000000,3927.000000,36270.000000,300070631,31276451,4503808944,0
121.000000,236722.000000,4213.215090,7470.382275,678.000000,1364.000000,3747.000000,35873.000000,300062834,31663653,4559566032,0
119.000000,226038.000000,4234.867395,7569.911933,678.000000,1360.000000,3744.000000,36093.000000,300063522,31676672,4561440768,0
115.000000,335986.000000,5565.191103,8272.960768,1506.000000,2725.000000,5773.000000,38891.000000,300072520,33514628,4826106432,0
122.000000,289919.000000,5454.094253,8040.102696,1524.000000,2733.000000,5566.000000,38172.000000,300041642,33892889,4880576016,0
119.000000,301133.000000,5600.694830,8308.004107,1461.000000,2682.000000,5853.000000,39146.000000,300050713,33908953,4882889232,0
111.000000,625650.000000,8467.328362,9689.413147,3456.000000,5619.000000,9969.000000,43148.000000,300057850,35250051,5076007344,0
118.000000,1092119.000000,8605.743703,13652.995412,3444.000000,5574.000000,10023.000000,43491.000000,300063713,35398714,5097414816,0
113.000000,667852.000000,8439.980636,10082.856718,3483.000000,5661.000000,9940.000000,41823.000000,300064036,35163010,5063473440,0
117.000000,1990020.000000,9850.822668,20280.992864,4483.000000,6707.000000,11102.000000,44029.000000,300087874,34912376,5027382144,0
122.000000,1954767.000000,10188.401308,28046.069630,4470.000000,6690.000000,11126.000000,45061.000000,300099538,34935616,5030728704,0
