134.000000,1991904.000000,10990.833491,30042.496487,4538.000000,7120.000000,12207.000000,48985.000000,300065135,33885857,4879563408,0
136.000000,1996032.000000,10422.173389,20704.373802,4616.000000,7169.000000,11818.000000,47323.000000,300068719,34723808,5000228352,0
133.000000,1966488.000000,10287.820397,22492.936280,4582.000000,7108.000000,11846.000000,44920.000000,300067746,34612770,4984238880,0
122.000000,93264.000000,1914.714425,4824.850152,218.000000,324.000000,600.000000,23972.000000,300079447,18382715,2647110960,0
120.000000,87512.000000,1793.160764,4536.621370,216.000000,318.000000,580.000000,22741.000000,300070923,18916630,2723994720,0
120.000000,96539.000000,1836.057080,4635.481810,216.000000,317.000000,586.000000,23072.000000,300080636,18783465,2704818960,0
122.000000,166724.000000,3201.972566,6288.038083,316.000000,700.000000,2485.000000,29491.000000,300072342,28703967,4133371248,0
120.000000,156379.000000,3249.280243,6339.004712,319.000000,707.000000,2567.000000,29695.000000,300076570,28401148,4089765312,0
121.000000,105884.000000,3211.030829,6076.782955,318.000000,706.000000,2547.000000,29315.000000,300061325,28453066,4097241504,0
125.000000,246095.000000,4089.824100,7217.709815,698.000000,1364.000000,3590.000000,34164.000000,300052146,31714863,4566940272,0
122.000000,257857.000000,4114.799218,7360.306485,694.000000,1364.000000,3673.000000,34106.000000,300059842,31547575,4542850800,0
120.000000,239189.000000,4155.540336,7151.209521,691.000000,1357.000000,3733.000000,34657.000000,300070928,31503426,4536493344,0
125.000000,222550.000000,5285.388465,7514.117161,1539.000000,2696.000000,5406.000000,36230.000000,300066876,34137336,4915776384,0
122.000000,253958.000000,5376.948564,7759.203649,1518.000000,2706.000000,5550.000000,37117.000000,300064524,33950901,4888929744,0
123.000000,275991.000000,5314.683623,7701.184936,1505.000000,2660.000000,5472.000000,37014.000000,300064145,34332167,4943832048,0
113.000000,708096.000000,8207.635456,10529.453662,3360.000000,5446.000000,9566.000000,41544.000000,300064645,36604192,5271003648,0
115.000000,1091811.000000,8281.281866,11750.007275,3366.000000,5448.000000,9648.000000,41877.000000,300061799,36528594,5260117536,0
112.000000,1006004.000000,8215.298707,10907.083231,3236.000000,5258.000000,9765.000000,42548.000000,300052743,37085772,5340351168,0
113.000000,1996121.000000,9781.896209,22676.883794,4207.000000,6379.000000,11140.000000,46297.000000,300099289,35784946,5153032224,0
