136.000000,1993172.000000,21719.631574,108591.679039,4693.000000,7325.000000,12415.000000,412579.000000,300069991,33312712,5098245508,3963355
134.000000,1292475.000000,11758.509934,20108.715794,4751.000000,7384.000000,12261.000000,89827.000000,300070161,32215943,4929340400,3819008
123.000000,1152343.000000,11518.199734,19644.718020,4617.000000,7170.000000,11740.000000,92495.000000,300077877,32269125,4939138692,3847167
125.000000,297879.000000,3735.585684,14657.303361,241.000000,374.000000,816.000000,68959.000000,300097206,14314865,2191248500,1709315
125.000000,246105.000000,3655.089995,13914.550704,241.000000,374.000000,825.000000,66097.000000,300091268,14386303,2202324224,1719692
124.000000,1742485.000000,5697.817787,55523.222430,240.000000,373.000000,839.000000,57602.000000,300099810,14607812,2235689004,1739001
126.000000,1139231.000000,6345.354579,42780.628765,320.000000,707.000000,2277.000000,74573.000000,300072954,28825066,4411340696,3428042
120.000000,1773777.000000,7640.829466,66077.958657,318.000000,696.000000,2324.000000,77937.000000,300065293,28919859,4425374612,3433091
119.000000,196029.000000,4031.201865,10303.039914,320.000000,710.000000,2445.000000,57783.000000,300068452,28008846,4285786180,3322531
117.000000,204936.000000,5215.448068,11959.860597,704.000000,1389.000000,3614.000000,69956.000000,300066490,30321673,4640015836,3601249
121.000000,228256.000000,5076.007222,11488.558871,691.000000,1375.000000,3578.000000,65496.000000,300060101,30917201,4730994208,3669964
127.000000,228545.000000,5189.691289,12310.415886,678.000000,1360.000000,3479.000000,72562.000000,300061674,31023336,4748081280,3693696
121.000000,283901.000000,6745.336051,13503.288158,1573.000000,2799.000000,5467.000000,80952.000000,300064942,32439238,4964363804,3856757
130.000000,446534.000000,6868.028872,14126.716884,1563.000000,2785.000000,5485.000000,84473.000000,300072226,32366340,4953756824,3855314
126.000000,270253.000000,6832.520423,14030.073173,1550.000000,2766.000000,5412.000000,84378.000000,300071175,32374695,4953927256,3841726
133.000000,661827.000000,10611.145148,17509.282776,3729.000000,5980.000000,10001.000000,101996.000000,300068994,32453936,4966967248,3863164
134.000000,1846917.000000,10919.984333,22794.594967,3732.000000,5952.000000,9830.000000,107110.000000,300075818,32513093,4976348912,3874520
132.000000,935215.000000,10508.977770,19107.465573,3634.000000,5784.000000,9652.000000,104245.000000,300096998,30840707,4719152344,3659086
140.000000,1998780.000000,10753.604480,23342.720811,4657.000000,6971.000000,11040.000000,73515.000000,300097364,32440834,4963908412,3847741
136.000000,1999306.000000,11803.704735,27062.008709,4778.000000,7148.000000,11229.000000,97295.000000,300097761,31192186,4774123464,3716430
125.000000,1996632.000000,11827.015927,27892.183994,4762.000000,7100.000000,11164.000000,102153.000000,300098731,31767412,4861214744,3772466
129.000000,1998593.000000,10842.813690,20997.673660,4731.000000,6979.000000,10607.000000,97458.000000,300083985,29906642,4576845584,3556436
138.000000,1979502.000000,10531.385330,20852.650456,4726.000000,6990.000000,10581.000000,83446.000000,300099468,31272422,4785488132,3713939
137.000000,1998847.000000,10697.472532,22262.848575,4745.000000,6999.000000,10559.000000,90512.000000,300093047,31073939,4755487584,3695268
85.000000,204565.000000,1380.134999,8301.129090,165.000000,188.000000,220.000000,49265.000000,300099724,31407749,4806135436,3729205
84.000000,182331.000000,1831.384306,10084.230886,166.000000,190.000000,224.000000,64561.000000,300042944,38104568,5831660184,4534242
87.000000,157709.000000,1757.796101,9676.676230,166.000000,190.000000,225.000000,62319.000000,300031036,39495713,6044792736,4702764
74.000000,164446.000000,2867.654043,9757.883044,227.000000,516.000000,937.000000,60115.000000,300097109,46643872,7136869432,5528314
80.000000,115870.000000,1826.869292,5024.421560,223.000000,493.000000,890.000000,23025.000000,300099017,48531953,7426512092,5761985
77.000000,120506.000000,1746.929006,4736.154684,227.000000,526.000000,879.000000,21644.000000,300099280,47778130,7311485620,5676775
81.000000,239812.000000,1971.152864,4792.755528,607.000000,973.000000,1496.000000,23173.000000,300099926,51817743,7931059552,6175060
81.000000,245248.000000,1952.352681,4622.422789,614.000000,986.000000,1489.000000,23030.000000,300099456,51698371,7912234464,6153540
81.000000,252910.000000,1944.461467,4768.780721,617.000000,1001.000000,1490.000000,22790.000000,300099535,51444337,7873937640,6130962
81.000000,296499.000000,2859.466902,5410.349465,1403.000000,1833.000000,2587.000000,26720.000000,300099912,54512261,8341871968,6475084
84.000000,360906.000000,2945.859839,5859.006395,1401.000000,1809.000000,2595.000000,29489.000000,300100117,54605434,8354276028,6461757
